date,tourism_num
2021-06-20,7208
2021-06-19,8132
2021-06-18,7816
2021-06-17,6488
2021-06-16,5796
2021-06-15,5186
2021-06-14,5764
2021-06-13,10795
2021-06-12,7533
2021-06-11,6512
2021-06-10,6399
2021-06-09,6625
2021-06-08,6151
2021-06-07,6493
2021-06-06,6799
2021-06-05,7626
2021-06-04,6874
2021-06-03,5519
2021-06-02,5576
2021-06-01,5744
2021-05-31,6133
2021-05-30,7556
2021-05-29,9832
2021-05-28,10500
2021-05-27,9494
2021-05-26,9936
2021-05-25,9604
2021-05-24,8978
2021-05-23,9335
2021-05-22,10797
2021-05-21,10381
2021-05-20,11551
2021-05-19,11487
2021-05-18,10672
2021-05-17,11724
2021-05-16,11874
2021-05-15,13826
2021-05-14,14560
2021-05-13,12906
2021-05-12,14579
2021-05-11,11642
2021-05-10,10772
2021-05-09,9793
2021-05-08,8005
2021-05-07,6805
2021-05-06,7109
2021-05-05,6566
2021-05-04,19021
2021-05-03,30000
2021-05-02,30000
2021-05-01,12489
2021-04-30,9445
2021-04-29,9091
2021-04-28,8597
2021-04-27,9303
2021-04-26,12768
2021-04-25,13117
2021-04-24,15764
2021-04-23,14041
2021-04-22,15660
2021-04-21,15557
2021-04-20,11978
2021-04-19,12548
2021-04-18,14079
2021-04-17,13906
2021-04-16,12463
2021-04-15,12278
2021-04-14,14028
2021-04-13,11053
2021-04-12,11896
2021-04-11,10224
2021-04-10,10149
2021-04-09,9100
2021-04-08,5850
2021-04-07,5594
2021-04-06,4346
2021-04-05,4524
2021-04-04,11568
2021-04-03,4655
2021-04-02,4282
2021-04-01,3569
2021-03-31,7001
2021-03-30,6896
2021-03-29,5888
2021-03-28,8026
2021-03-27,8755
2021-03-26,7479
2021-03-25,6720
2021-03-24,7777
2021-03-23,7268
2021-03-22,6828
2021-03-21,6568
2021-03-20,6858
2021-03-19,6100
2021-03-18,4641
2021-03-17,5027
2021-03-16,3933
2021-03-15,4568
2021-03-14,3651
2021-03-13,4109
2021-03-12,3399
2021-03-11,3048
2021-03-10,2873
2021-03-09,2731
2021-03-08,2283
2021-03-07,2629
2021-03-06,2547
2021-03-05,1028
2021-03-04,1070
2021-03-03,986
2021-03-02,590
2021-03-01,467
2021-02-28,559
2021-02-27,858
2021-02-26,896
2021-02-25,1106
2021-02-24,1593
2021-02-23,1370
2021-02-22,1535
2021-02-21,1654
2021-02-20,1908
2021-02-19,2119
2021-02-18,2675
2021-02-17,2689
2021-02-16,3866
2021-02-15,4806
2021-02-14,5738
2021-02-13,3078
2021-02-11,389
2021-02-10,278
2021-02-09,451
2021-02-08,481
2021-02-07,377
2021-02-06,416
2021-02-05,287
2021-02-04,275
2021-02-03,314
2021-02-02,250
2021-02-01,253
2021-01-31,192
2021-01-30,173
2021-01-29,174
2021-01-28,146
2021-01-27,106
2021-01-26,175
2021-01-25,170
2021-01-24,248
2021-01-23,255
2021-01-22,162
2021-01-21,222
2021-01-20,168
2021-01-19,171
2021-01-18,130
2021-01-17,242
2021-01-16,242
2021-01-15,150
2021-01-14,331
2021-01-13,170
2021-01-12,200
2021-01-11,179
2021-01-10,271
2021-01-09,280
2021-01-08,296
2021-01-07,225
2021-01-06,242
2021-01-05,335
2021-01-04,280
2021-01-03,412
2021-01-02,1838
2021-01-01,580
2020-12-31,307
2020-12-30,293
2020-12-29,279
2020-12-28,291
2020-12-27,226
2020-12-26,412
2020-12-25,255
2020-12-24,222
2020-12-23,222
2020-12-22,260
2020-12-21,230
2020-12-20,272
2020-12-19,475
2020-12-18,218
2020-12-17,311
2020-12-16,308
2020-12-15,355
2020-12-14,258
2020-12-13,442
2020-12-12,724
2020-12-11,616
2020-12-10,1032
2020-12-09,1399
2020-12-08,1519
2020-12-07,1845
2020-12-06,1513
2020-12-05,1727
2020-12-04,1546
2020-12-03,1402
2020-12-02,1502
2020-12-01,1635
2020-11-30,1585
2020-11-29,2172
2020-11-28,3528
2020-11-27,2531
2020-11-26,2539
2020-11-25,3418
2020-11-24,2855
2020-11-23,3365
2020-11-22,3993
2020-11-21,5332
2020-11-20,4182
2020-11-19,4921
2020-11-18,6879
2020-11-17,6878
2020-11-16,6537
2020-11-15,3308
2020-11-14,5672
2020-11-13,4773
2020-11-12,5344
2020-11-11,5529
2020-11-10,5362
2020-11-09,6009
2020-11-08,5439
2020-11-07,8180
2020-11-06,6625
2020-11-05,6053
2020-11-04,6148
2020-11-03,6645
2020-11-02,6663
2020-11-01,6063
2020-10-31,8976
2020-10-30,9448
2020-10-29,10743
2020-10-28,12325
2020-10-27,9351
2020-10-26,8361
2020-10-25,9738
2020-10-24,13656
2020-10-23,13104
2020-10-22,15096
2020-10-21,14859
2020-10-20,14583
2020-10-19,13978
2020-10-18,14197
2020-10-17,16169
2020-10-16,15209
2020-10-15,14452
2020-10-14,15958
2020-10-13,13588
2020-10-12,12654
2020-10-11,9328
2020-10-10,7262
2020-10-09,8340
2020-10-08,7716
2020-10-07,10615
2020-10-06,22997
2020-10-05,23000
2020-10-04,22990
2020-10-03,22989
2020-10-02,22885
2020-10-01,7182
2020-09-30,6565
2020-09-29,5938
2020-09-28,6272
2020-09-27,6587
2020-09-26,9093
2020-09-25,11471
2020-09-24,12641
2020-09-23,14283
2020-09-22,13981
2020-09-21,14685
2020-09-20,12607
2020-09-19,13272
2020-09-18,14034
2020-09-17,11654
2020-09-16,11336
2020-09-15,10767
2020-09-14,10361
2020-09-13,9362
2020-09-12,10301
2020-09-11,9577
2020-09-10,8082
2020-09-09,8539
2020-09-08,7696
2020-09-07,7301
2020-09-06,6927
2020-09-05,6118
2020-09-04,4672
2020-09-03,3729
2020-09-02,2895
2020-09-01,2542
2020-08-31,2815
2020-08-30,2453
2020-08-29,3300
2020-08-28,3598
2020-08-27,3927
2020-08-26,3321
2020-08-25,2388
2020-08-24,2282
2020-08-23,1290
2020-08-22,485
2020-08-17,2179
2020-08-16,6326
2020-08-15,7818
2020-08-14,10690
2020-08-13,10838
2020-08-12,12262
2020-08-11,13198
2020-08-10,14629
2020-08-09,15697
2020-08-08,12453
2020-08-07,13839
2020-08-06,10983
2020-08-05,10908
2020-08-04,9825
2020-08-03,9130
2020-08-02,9101
2020-08-01,7792
2020-07-31,8296
2020-07-30,7153
2020-07-29,7622
2020-07-28,6985
2020-07-27,7911
2020-07-26,6415
2020-07-25,6082
2020-07-24,6243
2020-07-23,5434
2020-07-22,6283
2020-07-21,5398
2020-07-20,5221
2020-07-19,4867
2020-07-18,4950
2020-07-17,4867
2020-07-16,3880
2020-07-15,3928
2020-07-14,3644
2020-07-13,3310
2020-07-12,3791
2020-07-11,3808
2020-07-10,3176
2020-07-09,3251
2020-07-08,3020
2020-07-07,2945
2020-07-06,2650
2020-07-05,2813
2020-07-04,2574
2020-07-03,2064
2020-07-02,2392
2020-07-01,2274
2020-06-30,1854
2020-06-29,2064
2020-06-28,2115
2020-06-27,2560
2020-06-26,5979
2020-06-24,2386
2020-06-22,2739
2020-06-21,2884
2020-06-20,4586
2020-06-19,3604
2020-06-18,4116
2020-06-17,5717
2020-06-16,4002
2020-06-15,3175
2020-06-14,4319
2020-06-13,7519
2020-06-12,4608
2020-06-11,4721
2020-06-10,4799
2020-06-09,3079
2020-06-08,2584
2020-06-07,3292
2020-06-06,3957
2020-06-05,3775
2020-06-04,3118
2020-06-03,3448
2020-06-02,1940
2020-06-01,1781
2020-05-31,2466
2020-05-30,3715
2020-05-29,3649
2020-05-28,2376
2020-05-27,2603
2020-05-26,2282
2020-05-25,1687
2020-05-24,2231
2020-05-23,3682
2020-05-22,2691
2020-05-21,2410
2020-05-20,2646
2020-05-19,2315
2020-05-18,1318
2020-05-17,2104
2020-05-16,4017
2020-05-15,1864
2020-05-14,2006
2020-05-13,1896
2020-05-12,1442
2020-05-11,1323
2020-05-10,1234
2020-05-09,1445
2020-05-08,1169
2020-05-07,1616
2020-05-06,1247
2020-05-05,1641
2020-05-04,6048
2020-05-03,10000
2020-05-02,9998
2020-05-01,3463
2020-04-30,2192
2020-04-29,2270
2020-04-28,2065
2020-04-27,2336
2020-04-26,1644
2020-04-25,1569
2020-04-24,1034
2020-04-23,827
2020-04-22,945
2020-04-21,729
2020-04-20,694
2020-04-19,1045
2020-04-18,1281
2020-04-17,942
2020-04-16,960
2020-04-15,980
2020-04-14,801
2020-04-13,578
2020-04-12,613
2020-04-11,1061
2020-04-10,544
2020-04-09,537
2020-04-08,548
2020-04-07,330
2020-04-06,508
2020-04-05,2018
2020-04-04,528
2020-04-03,311
2020-04-02,295
2020-04-01,208
2020-03-31,279
2020-01-27,652
2020-01-26,1580
2020-01-25,1788
2020-01-24,2061
2020-01-23,1974
2020-01-22,2641
2020-01-21,2430
2020-01-20,2401
2020-01-19,2305
2020-01-18,1926
2020-01-17,1445
2020-01-16,1628
2020-01-15,1365
2020-01-14,1447
2020-01-13,1468
2020-01-12,1389
2020-01-11,1665
2020-01-10,1266
2020-01-09,971
2020-01-08,950
2020-01-07,908
2020-01-06,855
2020-01-05,1042
2020-01-04,1639
2020-01-03,1389
2020-01-02,1610
2020-01-01,1077
2019-12-31,1433
2019-12-30,2472
2019-12-29,2199
2019-12-28,2142
2019-12-27,2039
2019-12-26,1816
2019-12-25,2274
2019-12-24,1705
2019-12-23,1705
2019-12-22,1670
2019-12-21,2274
2019-12-20,1594
2019-12-19,1575
2019-12-18,1934
2019-12-17,1770
2019-12-16,1818
2019-12-15,2006
2019-12-14,2666
2019-12-13,2314
2019-12-12,2527
2019-12-11,2290
2019-12-10,2083
2019-12-09,2226
2019-12-08,2458
2019-12-07,3581
2019-12-06,3080
2019-12-05,2527
2019-12-04,2340
2019-12-03,2372
2019-12-02,2183
2019-12-01,2783
2019-11-30,3783
2019-11-29,3562
2019-11-28,3811
2019-11-27,5141
2019-11-26,4433
2019-11-25,3809
2019-11-24,5875
2019-11-23,8000
2019-11-22,7498
2019-11-21,8000
2019-11-20,8000
2019-11-19,7996
2019-11-18,8000
2019-11-17,8000
2019-11-16,8000
2019-11-15,5487
2019-11-14,5865
2019-11-13,5767
2019-11-12,5802
2019-11-11,5802
2019-11-10,5956
2019-11-09,7972
2019-11-08,7279
2019-11-07,7804
2019-11-06,7620
2019-11-05,7838
2019-11-04,8000
2019-11-03,8000
2019-11-02,8000
2019-11-01,8000
2019-10-31,8000
2019-10-30,8000
2019-10-29,8000
2019-10-28,7412
2019-10-27,7806
2019-10-26,8000
2019-10-25,8000
2019-10-24,8000
2019-10-23,8000
2019-10-22,8000
2019-10-21,7481
2019-10-20,6289
2019-10-19,5000
2019-10-18,5000
2019-10-17,5000
2019-10-16,5000
2019-10-15,5000
2019-10-14,5000
2019-10-13,5000
2019-10-12,5000
2019-10-11,5000
2019-10-10,5000
2019-10-09,5000
2019-10-08,3553
2019-10-07,4747
2019-10-06,5000
2019-10-05,5000
2019-10-04,5000
2019-10-03,5000
2019-10-02,5000
2019-10-01,5000
2019-09-30,5000
2019-09-29,3437
2019-09-28,3278
2019-09-27,3152
2018-06-25,2000
2018-06-24,2000
2018-06-23,2000
2018-06-22,2000
2018-06-21,2000
2018-06-20,2000
2018-06-19,2000
2018-06-18,2000
2018-06-17,2000
2018-06-16,2000
2018-06-15,2000
2018-06-14,2000
2018-06-13,2000
2018-06-12,2000
2018-06-11,2000
2018-06-10,2000
2018-06-09,2000
2018-06-08,2000
2018-06-07,2000
2018-06-06,2000
2018-06-05,2000
2018-06-04,2000
2018-06-03,2000
2018-06-02,2000
2018-06-01,2000
2018-05-31,2000
2018-05-30,2000
2018-05-29,2000
2018-05-28,2000
2018-05-27,2000
2018-05-26,2000
2018-05-25,2000
2018-05-24,2000
2018-05-23,2000
2018-05-22,2000
2018-05-21,2000
2018-05-20,2000
2018-05-19,2000
2018-05-18,2000
2018-05-17,2000
2018-05-16,2000
2018-05-15,2000
2018-05-14,2000
2018-05-13,2000
2018-05-12,2000
2018-05-11,2000
2018-05-10,2000
2018-05-09,2000
2018-05-08,2000
2018-05-07,2000
2018-05-06,2000
2018-05-05,2000
2018-05-04,2000
2018-05-03,2000
2018-05-02,2000
2018-05-01,2000
2018-04-30,2000
2018-04-29,2000
2018-04-28,2000
2018-04-27,2000
2018-04-26,2000
2018-04-25,2000
2018-04-24,2000
2018-04-23,2000
2018-04-22,2000
2018-04-21,2000
2018-04-20,2000
2018-04-19,2000
2018-04-18,2000
2018-04-17,2000
2018-04-16,2000
2018-04-15,2000
2018-04-14,2000
2018-04-13,2000
2018-04-12,2000
2018-04-11,2000
2018-04-10,2000
2018-04-09,2000
2018-04-08,2000
2018-04-07,2000
2018-04-06,2000
2018-04-05,2000
2018-04-04,2000
2018-04-03,2000
2018-04-02,2000
2018-04-01,2000
2018-03-31,2000
2018-03-30,2000
2018-03-29,2000
2018-03-28,2000
2018-03-27,2000
2018-03-26,2000
2018-03-25,2000
2018-03-24,2000
2018-03-23,2000
2018-03-21,2000
2018-03-20,2000
2018-03-19,1992
2018-03-18,2000
2018-03-17,2000
2018-03-16,2000
2018-03-15,2000
2018-03-14,1948
2018-03-13,1624
2018-03-12,1520
2018-03-11,1607
2018-03-10,1459
2018-03-09,1271
2018-03-08,767
2017-08-07,34990
2017-08-06,38735
2017-08-05,37286
2017-08-04,40993
2017-08-03,36812
2017-08-02,35455
2017-08-01,31761
2017-07-31,30361
2017-07-30,30211
2017-07-29,27078
2017-07-28,28485
2017-07-27,26849
2017-07-26,25592
2017-07-25,24892
2017-07-24,23189
2017-07-23,22952
2017-07-22,22262
2017-07-21,23774
2017-07-20,22210
2017-07-19,22664
2017-07-18,19907
2017-07-17,19095
2017-07-16,18317
2017-07-15,17998
2017-07-14,19549
2017-07-13,18636
2017-07-12,18936
2017-07-11,18036
2017-07-10,16302
2017-07-09,15793
2017-07-08,14735
2017-07-07,15315
2017-07-06,13681
2017-07-05,12770
2017-07-04,13271
2017-07-03,13487
2017-07-02,14792
2017-07-01,14453
2017-06-30,14082
2017-06-29,11602
2017-06-28,13230
2017-06-27,14060
2017-06-26,19581
2017-06-25,17868
2017-06-24,15687
2017-06-22,13011
2017-06-21,13987
2017-06-20,13636
2017-06-19,13238
2017-06-18,15065
2017-06-17,15427
2017-06-16,14667
2017-06-15,13449
2017-06-14,13836
2017-06-13,13643
2017-06-12,12597
2017-06-11,12224
2017-06-10,13314
2017-06-09,10519
2017-06-08,11349
2017-06-07,13108
2017-06-06,10458
2017-06-05,10153
2017-06-04,9446
2017-06-03,9904
2017-06-02,10635
2017-06-01,10163
2017-05-31,10019
2017-05-30,10076
2017-05-29,17744
2017-05-28,14402
2017-05-27,13182
2017-05-26,11048
2017-05-25,12097
2017-05-24,11418
2017-05-23,12503
2017-05-22,10859
2017-05-21,12405
2017-05-20,14703
2017-05-19,13577
2017-05-18,12052
2017-05-17,13473
2017-05-16,11380
2017-05-15,10586
2017-05-14,11246
2017-05-13,13871
2017-05-12,12636
2017-05-11,11011
2017-05-10,10771
2017-05-09,10032
2017-05-08,10217
2017-05-07,9223
2017-05-06,9565
2017-05-05,8098
2017-05-04,8074
2017-05-03,8259
2017-05-02,7727
2017-05-01,8699
2017-04-30,19752
2017-04-29,12803
2017-04-28,12826
2017-04-27,12282
2017-04-26,12102
2017-04-25,13490
2017-04-24,13157
2017-04-23,14402
2017-04-22,17209
2017-04-21,14545
2017-04-20,13176
2017-04-19,13153
2017-04-18,13220
2017-04-17,12446
2017-04-16,11543
2017-04-15,13761
2017-04-14,12407
2017-04-13,11875
2017-04-12,10461
2017-04-11,8641
2017-04-10,8420
2017-04-09,7914
2017-04-08,8587
2017-04-07,6497
2017-04-06,6379
2017-04-05,5892
2017-04-04,6526
2017-04-03,16092
2017-04-02,8824
2017-04-01,5705
2017-03-31,10798
2017-03-30,9806
2017-03-29,10798
2017-03-28,9310
2017-03-27,10053
2017-03-26,8317
2017-03-25,10419
2017-03-24,7820
2017-03-23,2016
2017-03-22,6519
2017-03-21,6210
2017-03-20,5033
2017-03-19,5599
2017-03-18,6824
2017-03-17,6292
2017-03-16,6112
2017-03-15,5423
2017-03-14,5403
2017-03-13,5661
2017-03-12,6632
2017-03-11,8373
2017-03-10,5775
2017-03-09,5038
2017-03-08,4555
2017-03-07,3617
2017-03-06,3573
2017-03-05,3731
2017-03-04,4795
2017-03-03,3487
2017-03-02,2879
2017-03-01,2538
2017-02-28,2521
2017-02-27,2566
2017-02-26,2776
2017-02-25,3446
2017-02-24,2782
2017-02-23,2721
2017-02-22,2943
2017-02-21,3158
2017-02-20,3164
2017-02-19,3374
2017-02-18,3991
2017-02-17,3103
2017-02-16,3240
2017-02-15,3116
2017-02-14,3021
2017-02-13,2915
2017-02-12,2565
2017-02-11,3542
2017-02-10,3531
2017-02-09,7156
2017-02-08,5028
2017-02-07,6075
2017-02-06,6915
2017-02-05,7533
2017-02-04,8553
2017-02-03,11388
2017-02-02,11657
2017-02-01,15687
2017-01-31,19718
2017-01-30,20771
2017-01-29,11389
2017-01-28,3585
2017-01-27,2387
2017-01-26,2021
2017-01-25,2483
2017-01-24,2514
2017-01-23,2685
2017-01-22,2481
2017-01-21,2439
2017-01-20,2118
2017-01-19,1953
2017-01-18,2160
2017-01-17,2183
2017-01-16,1771
2017-01-15,1738
2017-01-14,2205
2017-01-13,1499
2017-01-12,1494
2017-01-11,1485
2017-01-10,1263
2017-01-09,1449
2017-01-08,1474
2017-01-07,1910
2017-01-06,1478
2017-01-05,1121
2017-01-04,1143
2017-01-03,1328
2017-01-02,1987
2017-01-01,6437
2016-12-31,3369
2016-12-30,2156
2016-12-29,2073
2016-12-28,2081
